year,sector,food_type,tons_supply,tons_surplus,tons_waste,tons_uneaten,tons_anaerobically_digested,tons_composted,tons_landfilled,meals_wasted
2017,Foodservice,Ready-to-drink Beverages,77923.93,1869.86,1520.98,1820.89,0.49,291.68,1392.65,3034816.88
2017,Foodservice,Breads & Bakery,96434.88,2314.04,1954.53,2255.83,0.59,292.90,1794.43,3759719.86
2017,Foodservice,Dairy & Eggs,146071.46,3505.12,2960.56,3416.94,0.89,443.65,2718.05,5694907.71
2017,Foodservice,Dry Goods,1409926.85,33832.50,28576.22,32981.41,8.58,4282.28,26235.42,54969008.36
2017,Foodservice,Fresh Meat & Seafood,600588.23,14411.67,12172.65,14049.13,3.65,1824.13,11175.53,23415214.27
2017,Foodservice,Prepared Foods,0.00,218897.48,188985.04,214773.12,1571.82,22751.77,173497.26,357955204.10
2017,Foodservice,Produce,520719.46,12495.15,10553.88,12180.82,3.17,1581.55,9689.36,20301359.99
2017,Foodservice,Breads & Bakery,351762.51,8440.87,7187.33,8230.44,2.12,1013.87,6567.98,13717397.48
2017,Foodservice,Dairy & Eggs,249126.15,5978.01,5090.23,5828.98,1.50,718.05,4651.59,9714970.50
2017,Foodservice,Dry Goods,213379.42,5120.24,4359.84,4992.59,1.29,615.02,3984.14,8320984.36
2017,Foodservice,Fresh Meat & Seafood,476701.61,11438.90,9740.13,11153.73,2.88,1373.98,8900.79,18589546.47
2017,Foodservice,Prepared Foods,0.00,167426.00,145724.73,164659.53,1292.99,16652.91,133156.06,274432545.10
2017,Foodservice,Produce,416978.27,10005.78,8519.84,9756.34,2.52,1201.84,7785.66,16260563.85
2017,Foodservice,Ready-to-drink Beverages,92391.09,2217.01,1887.77,2161.74,0.56,266.30,1725.09,3602900.36
2017,Foodservice,Breads & Bakery,211684.16,5079.56,4175.45,4947.98,1.32,751.25,3730.77,8246630.49
2017,Foodservice,Dairy & Eggs,316280.88,7589.45,6238.61,7392.86,1.98,1122.45,5574.20,12321430.03
2017,Foodservice,Dry Goods,695504.41,16689.27,13718.76,16256.96,4.35,2468.28,12257.72,27094931.74
2017,Foodservice,Fresh Meat & Seafood,540852.51,12978.26,10668.26,12642.07,3.38,1919.43,9532.10,21070120.50
2017,Foodservice,Frozen,31956.36,766.82,630.34,746.96,0.20,113.41,563.21,1244931.57
2017,Foodservice,Prepared Foods,0.00,989720.43,826035.68,988543.53,19476.31,142853.03,738180.88,1647572547.00
2017,Foodservice,Produce,439834.56,10554.24,8675.69,10280.84,2.75,1560.93,7751.74,17134740.22
2017,Foodservice,Ready-to-drink Beverages,287403.89,6896.52,5669.01,6717.88,1.80,1019.97,5065.27,11196462.15
2017,Foodservice,Breads & Bakery,38198.66,1098.18,953.04,1071.40,0.27,114.99,841.95,1785658.87
2017,Foodservice,Dairy & Eggs,57073.26,1640.81,1423.96,1600.79,0.40,171.81,1257.97,2667983.11
2017,Foodservice,Dry Goods,125504.59,3608.15,3131.29,3520.15,0.89,377.82,2766.29,5866918.04
2017,Foodservice,Fresh Meat & Seafood,97597.47,2805.85,2435.02,2737.41,0.69,293.80,2151.18,4562354.00
2017,Foodservice,Frozen,5766.56,165.78,143.87,161.74,0.04,17.36,127.10,269567.44
2017,Foodservice,Prepared Foods,0.00,64491.01,56948.47,64343.84,845.26,6533.13,50304.42,107239736.40
2017,Foodservice,Produce,79368.67,2281.78,1980.22,2226.13,0.56,238.93,1749.39,3710218.48
2017,Foodservice,Ready-to-drink Beverages,51862.37,1491.00,1293.95,1454.63,0.37,156.12,1143.12,2424391.63
2017,Foodservice,Breads & Bakery,36741.19,1002.19,839.20,976.74,0.26,133.72,735.24,1627900.50
2017,Foodservice,Dairy & Eggs,54895.63,1497.39,1253.86,1459.36,0.38,199.80,1098.54,2432273.66
2017,Foodservice,Dry Goods,120715.96,3292.78,2757.24,3209.15,0.84,439.36,2415.69,5348590.92
2017,Foodservice,Fresh Meat & Seafood,93873.64,2560.60,2144.14,2495.57,0.66,341.67,1878.54,4159281.76
2017,Foodservice,Frozen,5546.54,151.29,126.69,147.45,0.04,20.19,110.99,245751.85
2017,Foodservice,Prepared Foods,0.00,43899.99,37476.45,43412.35,537.12,5229.53,32843.94,72353910.14
2017,Foodservice,Produce,76340.35,2082.34,1743.67,2029.46,0.53,277.85,1527.67,3382430.22
2017,Foodservice,Ready-to-drink Beverages,49883.56,1360.68,1139.38,1326.12,0.35,181.56,998.24,2210202.87
2017,Foodservice,Breads & Bakery,118288.00,2838.43,2276.53,2763.03,0.76,473.22,1980.53,4605052.54
2017,Foodservice,Dairy & Eggs,176736.11,4240.95,3401.40,4128.29,1.13,707.04,2959.15,6880486.84
2017,Foodservice,Dry Goods,388644.23,9325.88,7479.70,9078.15,2.49,1554.79,6507.19,15130250.38
2017,Foodservice,Fresh Meat & Seafood,302225.56,7252.18,5816.52,7059.54,1.94,1209.07,5060.25,11765897.84
2017,Foodservice,Frozen,17857.05,428.50,343.67,417.11,0.11,71.44,298.99,695190.03
2017,Foodservice,Prepared Foods,0.00,553050.61,449717.79,552376.21,12304.44,90241.91,391361.61,920627015.10
2017,Foodservice,Produce,245777.26,5897.65,4730.14,5740.99,1.57,983.25,4115.12,9568317.51
2017,Foodservice,Ready-to-drink Beverages,160599.79,3853.74,3090.84,3751.37,1.03,642.49,2688.97,6252286.49
2017,Foodservice,Breads & Bakery,351851.68,10115.44,7260.84,9818.59,2.97,2489.42,6282.90,16364319.21
2017,Foodservice,Dairy & Eggs,525707.55,15113.66,10848.54,14670.12,4.43,3719.48,9387.39,24450205.98
2017,Foodservice,Dry Goods,1156035.47,33235.06,23856.04,32259.73,9.75,8179.17,20642.95,53766215.49
2017,Foodservice,Fresh Meat & Seafood,898980.18,25844.94,18551.42,25086.48,7.58,6360.46,16052.80,41810795.10
2017,Foodservice,Frozen,53116.39,1527.05,1096.11,1482.24,0.45,375.81,948.48,2470397.77
2017,Foodservice,Prepared Foods,0.00,324736.19,239056.50,314701.83,5220.70,66269.03,206793.49,524503055.70
2017,Foodservice,Produce,731072.79,21017.74,15086.47,20400.94,6.17,5172.48,13054.53,34001566.94
2017,Foodservice,Ready-to-drink Beverages,477709.54,13733.75,9858.05,13330.72,4.03,3379.89,8530.30,22217859.87
2017,Foodservice,Breads & Bakery,72925.56,1749.92,1395.81,1703.18,0.47,298.99,1221.42,2838630.38
2017,Foodservice,Dairy & Eggs,108959.31,2614.58,2085.50,2544.75,0.70,446.73,1824.95,4241245.64
2017,Foodservice,Dry Goods,239602.46,5749.48,4586.03,5595.92,1.54,982.36,4013.07,9326536.04
2017,Foodservice,Fresh Meat & Seafood,186324.61,4471.03,3566.28,4351.62,1.20,763.92,3120.73,7252693.61
2017,Foodservice,Frozen,11009.02,264.17,210.71,257.12,0.07,45.14,184.39,428526.61
2017,Foodservice,Prepared Foods,0.00,109763.19,88616.52,109345.15,2253.32,18404.54,77527.90,182241911.80
2017,Foodservice,Produce,151523.76,3635.95,2900.19,3538.84,0.98,621.24,2537.85,5898068.83
2017,Foodservice,Ready-to-drink Beverages,99011.13,2375.86,1895.09,2312.41,0.64,405.94,1658.33,3854012.58
2017,Manufacturing,Breads & Bakery,113667.92,82217.75,14253.68,67573.36,0.00,0.00,12497.56,112622272.60
2017,Manufacturing,Dairy & Eggs,172299056.70,4356183.31,3425884.63,4268149.26,795986.65,0.00,40462.49,7113582093.00
2017,Manufacturing,Dry Goods,47390242.08,3150033.41,269306.16,3035231.79,2454.54,653407.17,162188.33,5058719657.00
2017,Manufacturing,Fresh Meat & Seafood,47702698.86,846780.44,18702.37,828078.02,0.00,0.00,17783.23,1380130035.00
2017,Manufacturing,Frozen,0.00,199144.88,49407.96,150375.60,613.37,4097.52,45263.85,250626000.20
2017,Manufacturing,Prepared Foods,0.00,28249.13,8875.87,19393.57,19.53,130.48,7898.33,32322619.71
2017,Manufacturing,Produce,64385744.99,1992968.56,43112.60,1973236.20,22448.40,149963.50,38842.85,3288726997.00
2017,Manufacturing,Ready-to-drink Beverages,2901.13,55837.76,25058.89,32316.31,0.00,7257.42,21574.53,53860522.52
2017,Residential,Breads & Bakery,8358085.11,1165864.60,785791.37,1165864.60,0.00,324543.45,642130.86,1943107673.00
2017,Residential,Dairy & Eggs,25053400.12,5002686.53,4059532.04,5002686.53,0.00,889464.91,1486716.96,8337810889.00
2017,Residential,Dry Goods,34398569.65,5740447.32,3855565.64,5740447.32,0.00,1768628.93,2866790.33,9567412203.00
2017,Residential,Fresh Meat & Seafood,9693691.22,2378253.63,1752207.63,2378253.63,0.00,588029.37,1497625.63,3963756053.00
2017,Residential,Frozen,14672961.58,3469298.79,3072807.50,3469298.79,0.00,396491.29,2162093.75,5782164650.00
2017,Residential,Prepared Foods,14909642.56,3190672.56,2366340.89,3190672.56,0.00,753938.77,1676826.30,5317787603.00
2017,Residential,Produce,25400186.14,6621390.63,3550021.33,6621390.63,0.00,3041738.41,3017654.04,11035651051.00
2017,Residential,Ready-to-drink Beverages,17367318.62,1796576.04,1132149.73,1796576.04,0.00,664426.30,569420.17,2994293396.00
2017,Retail,Breads & Bakery,7674588.26,301611.32,105568.68,243981.21,14510.75,54105.64,89877.71,406635354.20
2017,Retail,Dairy & Eggs,26807651.15,2985067.89,1044820.47,2414698.78,143613.92,535487.27,891879.58,4024497971.00
2017,Retail,Dry Goods,33411537.56,1509148.22,528225.49,1220789.11,72606.29,270724.05,450008.15,2034648519.00
2017,Retail,Fresh Meat & Seafood,9863743.59,432196.28,147953.96,348638.36,21039.15,78447.80,131052.30,581063935.70
2017,Retail,Frozen,14206170.41,652173.33,228270.87,527559.91,31376.56,116992.49,192756.83,879266521.80
2017,Retail,Prepared Foods,4560975.74,217817.75,76239.62,176198.43,10479.38,39074.03,63515.97,293664042.30
2017,Retail,Produce,26468242.99,3405334.90,1191920.50,2754663.66,163833.29,610878.40,1008437.83,4591106100.00
2017,Retail,Ready-to-drink Beverages,15924052.50,759184.12,345732.60,570448.16,47522.05,177193.51,291585.73,950746937.10
2016,Farm,Dry Goods,6414668.79,1263416.02,1115132.07,1234591.54,0.00,0.00,24489.82,2057652572.00
2016,Farm,Produce,104375278.40,16400176.13,14438044.53,16142877.38,0.00,0.00,187945.72,26904795638.00
2016,Foodservice,Breads & Bakery,30727.52,956.87,815.02,933.02,0.24,114.69,728.87,1555037.11
2016,Foodservice,Dairy & Eggs,14617.44,455.19,387.71,443.85,0.11,54.56,346.73,739749.53
2016,Foodservice,Dry Goods,26128.61,813.66,693.04,793.38,0.20,97.53,619.79,1322298.41
2016,Foodservice,Fresh Meat & Seafood,62272.75,1939.20,1651.73,1890.87,0.49,232.44,1477.14,3151456.55
2016,Foodservice,Frozen,140.75,4.38,3.73,4.27,0.00,0.53,3.34,7123.05
2016,Foodservice,Prepared Foods,0.00,25579.06,22226.02,25384.06,319.77,2768.07,19879.82,42306760.17
2016,Foodservice,Produce,49578.56,1543.90,1315.03,1505.42,0.39,185.06,1176.03,2509037.37
2016,Foodservice,Ready-to-drink Beverages,21324.97,664.07,565.63,647.52,0.17,79.60,505.84,1079199.33
2016,Foodservice,Breads & Bakery,145982.67,4080.70,3342.07,3974.59,1.07,615.12,2931.47,6624320.44
2016,Foodservice,Dairy & Eggs,218115.18,6097.05,4993.45,5938.51,1.60,919.06,4379.95,9897509.15
2016,Foodservice,Dry Goods,479637.18,13407.47,10980.63,13058.83,3.51,2021.03,9631.55,21764708.66
2016,Foodservice,Fresh Meat & Seafood,372985.37,10426.19,8538.98,10155.07,2.73,1571.63,7489.89,16925122.33
2016,Foodservice,Frozen,22037.90,616.03,504.53,600.01,0.16,92.86,442.54,1000023.66
2016,Foodservice,Prepared Foods,0.00,247848.34,205885.19,247212.68,4702.25,36527.41,180744.75,412021140.60
2016,Foodservice,Produce,303320.88,8478.83,6944.11,8258.36,2.22,1278.09,6090.96,13763925.76
2016,Foodservice,Ready-to-drink Beverages,198200.89,5540.38,4537.54,5396.31,1.45,835.15,3980.05,8993849.44
2016,Foodservice,Breads & Bakery,57177.82,1780.54,1393.31,1732.10,0.49,329.60,1194.07,2886827.33
2016,Foodservice,Dairy & Eggs,85430.34,2660.34,2081.76,2587.95,0.73,492.46,1784.08,4313257.52
2016,Foodservice,Dry Goods,187862.06,5850.11,4577.81,5690.93,1.60,1082.93,3923.21,9484890.77
2016,Foodservice,Fresh Meat & Seafood,146089.18,4549.28,3559.89,4425.50,1.24,842.13,3050.85,7375836.69
2016,Foodservice,Frozen,8631.70,268.80,210.34,261.48,0.07,49.76,180.26,435802.54
2016,Foodservice,Prepared Foods,0.00,253242.30,205921.81,243402.98,1646.79,31443.96,176263.68,405671626.20
2016,Foodservice,Produce,118803.31,3699.59,2894.99,3598.93,1.01,684.84,2481.03,5998211.81
2016,Foodservice,Ready-to-drink Beverages,77630.40,2417.44,1891.69,2351.67,0.66,447.50,1621.19,3919449.64
2016,Foodservice,Breads & Bakery,143208.37,3348.90,2651.84,3258.81,0.90,590.45,2335.91,5431351.28
2016,Foodservice,Dairy & Eggs,213970.04,5003.64,3962.16,4869.04,1.35,882.20,3490.12,8115073.77
2016,Foodservice,Dry Goods,470521.98,11003.05,8712.83,10707.07,2.97,1939.98,7674.79,17845117.76
2016,Foodservice,Fresh Meat & Seafood,365897.02,8556.42,6775.45,8326.25,2.31,1508.60,5968.23,13877089.09
2016,Foodservice,Frozen,21619.09,505.56,400.33,491.96,0.14,89.14,352.63,819930.11
2016,Foodservice,Prepared Foods,0.00,226139.05,182563.53,222752.42,3562.14,35334.80,160856.36,371254038.70
2016,Foodservice,Produce,297556.46,6958.29,5509.96,6771.11,1.88,1226.83,4853.51,11285190.16
2016,Foodservice,Ready-to-drink Beverages,194434.21,4546.80,3600.41,4424.49,1.23,801.66,3171.46,7374153.50
2016,Foodservice,Breads & Bakery,39248.83,917.83,761.18,894.27,0.24,129.41,675.65,1490453.58
2016,Foodservice,Dairy & Eggs,58642.35,1371.34,1137.29,1336.15,0.35,193.35,1009.49,2226911.89
2016,Foodservice,Dry Goods,128955.03,3015.58,2500.92,2938.20,0.78,425.19,2219.88,4896998.60
2016,Foodservice,Fresh Meat & Seafood,100280.68,2345.04,1944.82,2284.86,0.61,330.64,1726.27,3808105.21
2016,Foodservice,Frozen,5925.10,138.56,114.91,135.00,0.04,19.54,102.00,225002.53
2016,Foodservice,Prepared Foods,0.00,68773.98,57864.18,68550.47,1181.05,9472.57,51394.73,114250784.10
2016,Foodservice,Produce,81550.71,1907.05,1581.57,1858.11,0.49,268.89,1403.85,3096844.82
2016,Foodservice,Ready-to-drink Beverages,53288.20,1246.13,1033.46,1214.15,0.32,175.70,917.32,2023590.98
2016,Foodservice,Breads & Bakery,93715.03,2918.33,2563.05,2848.15,0.71,276.92,2247.13,4746923.76
2016,Foodservice,Dairy & Eggs,32677.95,1017.61,893.72,993.14,0.25,96.56,783.56,1655227.81
2016,Foodservice,Dry Goods,151982.25,4732.79,4156.62,4618.99,1.15,449.10,3644.28,7698318.54
2016,Foodservice,Fresh Meat & Seafood,318136.43,9906.91,8700.84,9668.69,2.41,940.07,7628.38,16114483.97
2016,Foodservice,Prepared Foods,0.00,292951.80,262460.78,292399.86,3536.87,26228.80,230205.97,487333104.00
2016,Foodservice,Produce,164417.91,5120.05,4496.73,4996.93,1.24,485.84,3942.47,8328219.06
2016,Foodservice,Ready-to-drink Beverages,81396.79,2534.73,2226.15,2473.78,0.62,240.52,1951.76,4122970.83
2016,Foodservice,Breads & Bakery,7092.37,220.86,166.35,214.64,0.06,46.99,149.16,357727.05
2016,Foodservice,Dairy & Eggs,29606.62,921.96,694.42,895.98,0.26,196.14,622.66,1493307.72
2016,Foodservice,Dry Goods,315235.48,9816.57,7393.78,9539.97,2.77,2088.43,6629.77,15899945.34
2016,Foodservice,Fresh Meat & Seafood,239696.85,7464.26,5622.03,7253.94,2.11,1587.99,5041.10,12089904.32
2016,Foodservice,Prepared Foods,0.00,332748.90,253621.89,331612.00,9227.26,68321.94,227356.99,552686666.90
2016,Foodservice,Produce,236848.26,7375.56,5555.22,7167.74,2.08,1569.12,4981.19,11946226.46
2016,Foodservice,Ready-to-drink Beverages,110932.12,3454.47,2601.89,3357.14,0.98,734.92,2333.03,5595228.89
2016,Foodservice,Breads & Bakery,194698.11,6062.98,5230.03,5914.06,1.50,664.69,4789.43,9856772.32
2016,Foodservice,Dairy & Eggs,644198.15,20060.61,17304.62,19567.88,4.97,2199.27,15846.79,32613127.79
2016,Foodservice,Dry Goods,386051.25,12021.80,10370.21,11726.52,2.98,1317.97,9496.57,19544202.28
2016,Foodservice,Fresh Meat & Seafood,408182.42,12710.98,10964.70,12398.77,3.15,1393.52,10040.98,20664613.14
2016,Foodservice,Frozen,22892.13,712.87,614.93,695.36,0.18,78.15,563.13,1158935.12
2016,Foodservice,Prepared Foods,0.00,729469.58,641544.55,727547.59,10032.55,75293.80,587586.62,1212579316.00
2016,Foodservice,Produce,308235.70,9598.59,8279.91,9362.83,2.38,1052.31,7582.37,15604717.67
2016,Foodservice,Ready-to-drink Beverages,199621.92,6216.31,5362.30,6063.63,1.54,681.50,4910.55,10106044.61
2016,Foodservice,Breads & Bakery,131058.40,4081.22,3484.57,3979.78,1.02,481.31,3147.91,6632973.04
2016,Foodservice,Dairy & Eggs,257222.40,8010.02,6839.00,7810.94,2.01,944.65,6178.26,13018236.32
2016,Foodservice,Dry Goods,845696.31,26335.35,22485.28,25680.83,6.60,3105.83,20312.88,42801383.41
2016,Foodservice,Fresh Meat & Seafood,276835.15,8620.77,7360.46,8406.51,2.16,1016.68,6649.34,14010853.82
2016,Foodservice,Frozen,4174.51,130.00,110.99,126.77,0.03,15.33,100.27,211275.20
2016,Foodservice,Prepared Foods,0.00,689860.41,600022.37,688364.02,10445.53,77391.83,542448.04,1147273365.00
2016,Foodservice,Produce,114119.35,3553.73,3034.19,3465.40,0.89,419.10,2741.05,5775673.68
2016,Foodservice,Ready-to-drink Beverages,330114.08,10279.90,8777.04,10024.41,2.58,1212.35,7929.05,16707344.30
2016,Foodservice,Breads & Bakery,94073.40,2929.49,2592.90,2859.71,0.71,259.08,2382.58,4766179.95
2016,Foodservice,Dairy & Eggs,133596.19,4160.24,3682.25,4061.15,1.00,367.93,3383.57,6768581.93
2016,Foodservice,Dry Goods,591746.22,18427.24,16310.03,17988.31,4.44,1629.70,14987.07,29980516.60
2016,Foodservice,Fresh Meat & Seafood,132793.02,4135.23,3660.11,4036.73,1.00,365.72,3363.23,6727889.57
2016,Foodservice,Prepared Foods,0.00,425806.22,384603.00,425050.75,4781.64,35434.64,353580.24,708417909.60
2016,Foodservice,Produce,192381.92,5990.86,5302.53,5848.16,1.44,529.83,4872.43,9746930.72
2016,Foodservice,Ready-to-drink Beverages,64394.44,2005.27,1774.87,1957.51,0.48,177.35,1630.91,3262511.13
2016,Foodservice,Breads & Bakery,3665.42,114.14,97.91,111.32,0.03,13.04,86.53,185534.83
2016,Foodservice,Dairy & Eggs,17132.01,533.50,457.62,520.31,0.13,60.93,404.45,867181.21
2016,Foodservice,Dry Goods,54733.63,1704.43,1462.00,1662.29,0.43,194.65,1292.13,2770485.39
2016,Foodservice,Fresh Meat & Seafood,119787.47,3730.23,3199.67,3638.01,0.93,426.00,2827.90,6063355.50
2016,Foodservice,Frozen,981.49,30.56,26.22,29.81,0.01,3.49,23.17,49680.88
2016,Foodservice,Prepared Foods,0.00,102713.51,89772.24,102497.31,1505.18,11147.72,79369.22,170828847.20
2016,Foodservice,Produce,68301.58,2126.94,1824.42,2074.36,0.53,242.90,1612.44,3457262.66
2016,Foodservice,Ready-to-drink Beverages,25140.49,782.89,671.53,763.53,0.20,89.41,593.51,1272551.56
2016,Foodservice,Breads & Bakery,158015.15,4920.66,4488.34,4807.85,1.14,309.81,3982.51,8013080.92
2016,Foodservice,Dairy & Eggs,75169.67,2340.82,2135.16,2287.15,0.54,147.38,1894.53,3811917.32
2016,Foodservice,Dry Goods,134365.40,4184.20,3816.58,4088.27,0.97,263.44,3386.46,6813782.19
2016,Foodservice,Fresh Meat & Seafood,320235.36,9972.27,9096.12,9743.64,2.32,627.87,8071.00,16239404.37
2016,Foodservice,Frozen,723.81,22.54,20.56,22.02,0.01,1.42,18.24,36704.95
2016,Foodservice,Prepared Foods,0.00,131539.38,122611.45,130911.39,839.20,7275.61,108802.55,218185657.00
2016,Foodservice,Produce,254955.92,7939.44,7241.89,7757.42,1.85,499.88,6425.74,12929028.80
2016,Foodservice,Ready-to-drink Beverages,109662.88,3414.95,3114.92,3336.66,0.79,215.01,2763.87,5561096.59
2016,Foodservice,Breads & Bakery,27355.80,851.87,754.65,831.60,0.21,74.72,676.73,1386003.63
2016,Foodservice,Dairy & Eggs,70774.85,2203.96,1952.43,2151.52,0.53,193.32,1750.84,3585864.85
2016,Foodservice,Dry Goods,183959.80,5728.59,5074.82,5592.28,1.38,502.47,4550.82,9320471.32
2016,Foodservice,Fresh Meat & Seafood,272355.02,8481.25,7513.33,8279.45,2.04,743.92,6737.56,13799086.14
2016,Foodservice,Prepared Foods,0.00,323318.00,292298.54,322759.36,3605.42,26684.76,262281.24,537932271.00
2016,Foodservice,Produce,262285.71,8167.69,7235.56,7973.35,1.97,716.42,6488.46,13288916.81
2016,Foodservice,Ready-to-drink Beverages,82181.18,2559.16,2267.09,2498.27,0.62,224.47,2033.01,4163775.74
2016,Foodservice,Breads & Bakery,418168.27,13021.94,10947.22,12692.65,3.32,1696.86,9714.15,21154424.14
2016,Foodservice,Dairy & Eggs,624792.29,19456.31,16356.42,18964.31,4.96,2535.31,14514.07,31607182.74
2016,Foodservice,Dry Goods,1373923.67,42784.58,35967.91,41702.68,10.90,5575.18,31916.56,69504469.60
2016,Foodservice,Fresh Meat & Seafood,1068418.90,33271.03,27970.11,32429.70,8.48,4335.49,24819.62,54049501.36
2016,Foodservice,Frozen,63127.71,1965.82,1652.62,1916.11,0.50,256.16,1466.47,3193523.77
2016,Foodservice,Prepared Foods,0.00,1756181.49,1502825.56,1752083.61,29474.91,218362.11,1334480.69,2920139352.00
2016,Foodservice,Produce,868864.53,27056.82,22745.98,26372.63,6.90,3525.72,20183.92,43954383.88
2016,Foodservice,Ready-to-drink Beverages,567747.67,17679.91,14863.05,17232.84,4.51,2303.84,13188.91,28721392.27
2016,Foodservice,Breads & Bakery,113939.43,2338.70,1973.91,2279.81,0.59,297.37,1741.39,3799691.19
2016,Foodservice,Dairy & Eggs,170238.83,3494.28,2949.25,3406.31,0.89,444.31,2601.85,5677182.84
2016,Foodservice,Dry Goods,374356.67,7683.96,6485.43,7490.50,1.95,977.05,5721.48,12484174.42
2016,Foodservice,Fresh Meat & Seafood,291114.97,5975.36,5043.33,5824.92,1.52,759.79,4449.26,9708201.59
2016,Foodservice,Frozen,17200.58,353.06,297.99,344.17,0.09,44.89,262.89,573610.70
2016,Foodservice,Prepared Foods,0.00,276403.77,236980.52,275669.42,4369.91,34220.00,209265.65,459449030.00
2016,Foodservice,Produce,236741.85,4859.31,4101.36,4736.97,1.23,617.88,3618.24,7894948.31
2016,Foodservice,Ready-to-drink Beverages,154695.73,3175.25,2679.98,3095.31,0.81,403.75,2364.29,5158846.23
2016,Foodservice,Breads & Bakery,64539.76,1324.73,1118.62,1291.39,0.34,167.95,970.72,2152322.62
2016,Foodservice,Dairy & Eggs,96429.94,1979.30,1671.35,1929.49,0.50,250.94,1450.37,3215821.61
2016,Foodservice,Dry Goods,212050.28,4352.50,3675.31,4242.97,1.10,551.83,3189.38,7071619.68
2016,Foodservice,Fresh Meat & Seafood,164898.92,3384.68,2858.07,3299.51,0.86,429.12,2480.19,5499178.97
2016,Foodservice,Frozen,9743.08,199.98,168.87,194.95,0.05,25.35,146.54,324919.90
2016,Foodservice,Prepared Foods,0.00,156565.93,134300.85,156150.17,2467.86,19325.54,116690.19,260250289.00
2016,Foodservice,Produce,134099.86,2752.50,2324.25,2683.24,0.70,348.97,2016.96,4472067.59
2016,Foodservice,Ready-to-drink Beverages,87625.72,1798.59,1518.75,1753.33,0.46,228.03,1317.95,2922211.54
2016,Foodservice,Breads & Bakery,62188.64,1276.47,1032.99,1242.87,0.34,204.13,898.89,2071444.54
2016,Foodservice,Dairy & Eggs,92917.10,1907.20,1543.41,1856.99,0.50,304.99,1343.05,3094980.31
2016,Foodservice,Dry Goods,204325.50,4193.94,3393.96,4083.53,1.11,670.68,2953.37,6805888.61
2016,Foodservice,Fresh Meat & Seafood,158891.82,3261.38,2639.28,3175.52,0.86,521.55,2296.66,5292535.69
2016,Foodservice,Frozen,9388.15,192.70,155.94,187.63,0.05,30.82,135.70,312710.35
2016,Foodservice,Prepared Foods,0.00,150862.39,123734.80,150443.29,3017.85,23623.15,107710.05,250738811.80
2016,Foodservice,Produce,129214.74,2652.23,2146.33,2582.41,0.70,424.14,1867.70,4304020.19
2016,Foodservice,Ready-to-drink Beverages,84433.61,1733.07,1402.49,1687.44,0.46,277.15,1220.42,2812403.25
2016,Foodservice,Breads & Bakery,202299.22,4730.72,3913.31,4608.99,1.23,676.47,3483.34,7681653.02
2016,Foodservice,Dairy & Eggs,302258.69,7068.25,5846.94,6886.37,1.83,1010.72,5204.51,11477287.63
2016,Foodservice,Dry Goods,664669.48,15543.15,12857.48,15143.19,4.03,2222.58,11444.76,25238655.28
2016,Foodservice,Fresh Meat & Seafood,516874.01,12086.98,9998.50,11775.96,3.13,1728.37,8899.91,19626604.46
2016,Foodservice,Frozen,30539.59,714.16,590.76,695.78,0.19,102.12,525.85,1159641.18
2016,Foodservice,Prepared Foods,0.00,541618.16,454796.38,540462.97,9902.20,75593.68,404936.93,900771618.10
2016,Foodservice,Produce,420334.66,9829.43,8131.02,9576.50,2.55,1405.55,7237.63,15960837.47
2016,Foodservice,Ready-to-drink Beverages,274661.94,6422.91,5313.11,6257.63,1.66,918.44,4729.33,10429391.42
2016,Foodservice,Breads & Bakery,112190.68,3493.67,2941.78,3405.48,0.89,450.79,2682.82,5675797.39
2016,Foodservice,Dairy & Eggs,976601.12,30411.79,25607.69,29644.12,7.74,3924.01,23353.53,49406867.72
2016,Foodservice,Dry Goods,215785.30,6719.65,5658.16,6550.03,1.71,867.03,5160.09,10916714.82
2016,Foodservice,Prepared Foods,0.00,149000.86,128497.30,146479.78,1331.14,15663.91,117177.66,244132966.00
2016,Foodservice,Ready-to-drink Beverages,448209.52,13957.44,11752.61,13605.12,3.55,1800.92,10718.07,22675203.05
2016,Foodservice,Dairy & Eggs,12537.35,390.42,258.07,378.23,0.12,116.98,238.61,630380.76
2016,Foodservice,Dry Goods,73602.12,2292.00,1515.00,2220.44,0.71,686.75,1400.80,3700731.86
2016,Foodservice,Fresh Meat & Seafood,84264.58,2624.04,1734.48,2542.11,0.82,786.23,1603.73,4236842.51
2016,Foodservice,Prepared Foods,0.00,30742.23,20826.05,29760.76,742.02,7767.42,19257.08,49601270.83
2016,Foodservice,Produce,51074.30,1590.48,1051.30,1540.82,0.49,476.55,972.05,2568027.65
2016,Foodservice,Ready-to-drink Beverages,45006.17,1401.51,926.39,1357.75,0.44,419.93,856.56,2262920.74
2016,Foodservice,Breads & Bakery,64484.93,2008.09,1643.96,1955.85,0.53,303.32,1452.55,3259750.01
2016,Foodservice,Dairy & Eggs,150102.12,4674.25,3826.65,4552.65,1.22,706.03,3381.12,7587747.78
2016,Foodservice,Dry Goods,147457.10,4591.88,3759.22,4472.42,1.20,693.59,3321.54,7454040.65
2016,Foodservice,Fresh Meat & Seafood,82499.96,2569.08,2103.22,2502.25,0.67,388.05,1858.35,4170420.32
2016,Foodservice,Prepared Foods,0.00,82611.24,69246.28,81242.62,1008.42,10427.22,61181.39,135404365.00
2016,Foodservice,Produce,110805.18,3450.52,2824.83,3360.76,0.90,521.19,2495.94,5601265.21
